post,sentiment
"El restaurante se puede considerar suficiente, sin sorpresas.",Neutral
"La interfaz fue ni bien ni mal. Personalmente, es lo que hay.",Neutral
El funcionamiento está igual. ni lo mejor ni lo peor.,Neutral
"El trato es simplemente tolerable. Por otra parte, lo usual.",Neutral
El libro estaba ni bueno ni malo.,Neutral
"El espectáculo no pasó de normal. No obstante, tiene cosas buenas y malas.",Neutral
"El hotel resultó correcto, aunque como cabría esperar.",Neutral
La potencia es más bien igual.,Neutral
El centro comercial estaba mediano.,Neutral
El smartphone es simplemente más o menos. como la mayoría.,Neutral
"El trato no pasó de ni bien ni mal, no es para tanto.",Neutral
La tienda se mantuvo ordinario; no es para tanto.,Neutral
"El electrodoméstico es más bien sin pena ni gloria, considerando todo, no me quejo pero tampoco lo recomendaría especialmente.",Neutral
"La potencia es simplemente promedio, y en realidad no me quejo pero tampoco lo recomendaría especialmente.",Neutral
El curso lo encontré mismo.,Neutral
"La instalación fue algo promedio, aunque cumple su función.",Neutral
El hotel es simplemente sin novedad.,Neutral
El servicio lo calificaría como suficiente; algunos aspectos mejores que otros.,Neutral
"El curso es simplemente mismo, si bien podría ser mejor, podría ser peor.",Neutral
El bar se puede considerar correcto. como cualquier otro.,Neutral
"El servicio es masomenos, no es para emocionarse ni para evitarlo.",Neutral
El cine no pasó de funcional. cumple pero sin destacar.,Neutral
"El electrodoméstico lo encontré ni bien ni mal, considerando todo, podría ser mejor, podría ser peor.",Neutral
La duración estaba correcto; no es para tanto.,Neutral
"El establecimiento fue algo como siempre. En general, justo en el medio.",Neutral
La sesión está mismo.,Neutral
"La experiencia estaba común, considerando todo, se mantiene en la media.",Neutral
"El televisor resultó ordinario, y en realidad sin características especiales.",Neutral
El diseño se puede considerar estándar.,Neutral
"La experiencia estaba del montón, y en realidad ni destaca ni decepciona.",Neutral
El electrodoméstico es más bien aceptable.,Neutral
"El restaurante está correcto, se mantiene en la media.",Neutral
"El curso se puede considerar mediano, como cabría esperar.",Neutral
La asistencia técnica lo calificaría como ni bueno ni malo; no es para tanto.,Neutral
"El envío se puede considerar tolerable. Personalmente, como cabría esperar.",Neutral
La serie es mismo.,Neutral
El establecimiento fue nada del otro mundo.,Neutral
El funcionamiento está funcional.,Neutral
La prenda resultó tolerable. algunos aspectos mejores que otros.,Neutral
La serie fue masomenos; ni más ni menos.,Neutral
El soporte es como siempre. como cabría esperar.,Neutral
"El espectáculo no pasó de común, algunos aspectos mejores que otros.",Neutral
"El servicio es adecuado, considerando todo, es lo que se ofrece habitualmente.",Neutral
"El hotel es bastante ni frío ni calor. No obstante, tiene cosas buenas y malas.",Neutral
"La sesión se mantuvo como siempre, considerando todo, cumple pero sin destacar.",Neutral
"El restaurante fue algo promedio, aunque como la mayoría.",Neutral
El envío fue algo normal.,Neutral
"El soporte es mismo, y en realidad ni más ni menos.",Neutral
"El trato es simplemente del montón. Por otra parte, nada especial que destacar.",Neutral
"La estancia lo encontré igual. No obstante, ni más ni menos.",Neutral
El curso lo encontré regular.,Neutral
"El smartphone no pasó de promedio, aunque no es para tanto.",Neutral
"La clase es apenas ni fu ni fa, y en realidad ni para tirar cohetes ni para quejarse.",Neutral
La película está adecuado.,Neutral
La computadora no pasó de común.,Neutral
El tamaño es bastante funcional.,Neutral
"La interfaz resultó mismo. Por otra parte, como cualquier otro.",Neutral
El supermercado fue algo común.,Neutral
La estancia se puede considerar como siempre - dentro de lo esperado.,Neutral
El evento no pasó de adecuado.,Neutral
La estancia resultó intermedio; cumple lo básico.,Neutral
El envío es aceptable.,Neutral
"El televisor está nada del otro mundo, si bien no es para tanto.",Neutral
El local estaba tolerable.,Neutral
El local me pareció igual.,Neutral
La interfaz no pasó de común.,Neutral
"El programa se mantuvo mediano, considerando todo, se mantiene en la media.",Neutral
La experiencia estaba masomenos.,Neutral
"La película es simplemente ordinario, y en realidad no es para tanto.",Neutral
El electrodoméstico se mantuvo mismo.,Neutral
"El smartphone lo encontré pasable, pero cumple pero sin destacar.",Neutral
El evento es simplemente ni para bien ni para mal; es lo que se ofrece habitualmente.,Neutral
"La instalación me pareció intermedio, aunque no es nada del otro mundo.",Neutral
"El supermercado lo encontré básico, aunque ni lo mejor ni lo peor.",Neutral
"El funcionamiento fue algo ni bien ni mal. Por otra parte, lo mismo de siempre.",Neutral
"La serie no pasó de suficiente, y en realidad sin características destacables.",Neutral
"La cafetería es más bien intermedio. Sin embargo, como cabría esperar.",Neutral
"El viaje fue ni bueno ni malo. No obstante, lo que se esperaría normalmente.",Neutral
El juego está sin pena ni gloria; lo usual.,Neutral
El diseño lo encontré sin novedad.,Neutral
"La computadora lo calificaría como del montón. En general, no es nada del otro mundo.",Neutral
El espectáculo es bastante así así.,Neutral
La cafetería está correcto.,Neutral
La serie es más bien ni fu ni fa.,Neutral
"El hotel resultó adecuado, sin destacar particularmente.",Neutral
"El smartphone fue común. En general, sin grandes virtudes ni defectos.",Neutral
"La asistencia técnica estaba igual. No obstante, típico, ni más ni menos.",Neutral
"La reunión se mantuvo mediano, considerando todo, se mantiene en la media.",Neutral
La atención se mantuvo ni para bien ni para mal; es lo que se ofrece habitualmente.,Neutral
"La estancia fue algo pasable. En general, tiene cosas buenas y malas.",Neutral
El concierto es más bien intermedio.,Neutral
La jornada es bastante intermedio; lo que se esperaría normalmente.,Neutral
"El mantenimiento se mantuvo nada del otro mundo, sin destacar particularmente.",Neutral
La reunión es apenas normal.,Neutral
El smartphone es simplemente ni para bien ni para mal.,Neutral
"El trato lo calificaría como mismo, y en realidad algunos aspectos mejores que otros.",Neutral
"La computadora se mantuvo ordinario. Sin embargo, algunos aspectos mejores que otros.",Neutral
"La prenda es simplemente del montón. Personalmente, es lo que hay.",Neutral
"La serie lo encontré ni para bien ni para mal, aunque ni destaca ni decepciona.",Neutral
El centro comercial fue algo ordinario; se mantiene en la media.,Neutral
La cafetería resultó más o menos. cumple lo básico.,Neutral
El viaje está ordinario - lo mismo de siempre.,Neutral
"La cafetería resultó intermedio. Personalmente, cumple pero sin destacar.",Neutral
"La cafetería lo encontré ordinario. Por otra parte, tiene sus pros y contras por igual.",Neutral
El establecimiento es apenas aceptable.,Neutral
"La estancia es simplemente ordinario, aunque tiene sus pros y contras por igual.",Neutral
El supermercado fue algo normal.,Neutral
La reparación fue algo tolerable.,Neutral
"El mantenimiento fue algo igual, considerando todo, ni lo mejor ni lo peor.",Neutral
"El libro es apenas ni para bien ni para mal. Sin embargo, sin características especiales.",Neutral
"La jornada me pareció ni bien ni mal, no es nada del otro mundo.",Neutral
"El funcionamiento no pasó de ni bueno ni malo, considerando todo, ni impresiona ni decepciona.",Neutral
"El centro comercial fue sin pena ni gloria, y en realidad tiene sus pros y contras por igual.",Neutral
El videojuego se puede considerar nada del otro mundo.,Neutral
El restaurante se puede considerar básico.,Neutral
"La duración no pasó de funcional. En general, tiene sus pros y contras por igual.",Neutral
"El televisor se puede considerar funcional, 50/50.",Neutral
"La película fue aceptable. En general, lo de siempre.",Neutral
"La instalación es tolerable, pero ni destaca ni decepciona.",Neutral
"El trato me pareció ordinario. No obstante, ni lo mejor ni lo peor.",Neutral
La jornada es más o menos.,Neutral
La cafetería es apenas así así.,Neutral
"El restaurante lo calificaría como ni frío ni calor, considerando todo, sin sorpresas.",Neutral
"El juego se puede considerar ni bueno ni malo. típico, ni más ni menos.",Neutral
"El concierto fue ni frío ni calor, pero como cabría esperar.",Neutral
El rendimiento es más bien nada del otro mundo. como la mayoría.,Neutral
"La duración me pareció estándar. En general, se mantiene en la media.",Neutral
La prenda es bastante ni bueno ni malo.,Neutral
El mantenimiento se puede considerar estándar.,Neutral
La clase lo calificaría como básico.,Neutral
El trato es apenas así así.,Neutral
El aparato no pasó de promedio.,Neutral
"La reparación fue nada del otro mundo. Por otra parte, ni destaca ni decepciona.",Neutral
"El smartphone lo calificaría como ni bueno ni malo. En general, ni más ni menos.",Neutral
El juego fue promedio.,Neutral
La prenda es más bien intermedio.,Neutral
"El establecimiento se puede considerar correcto, si bien sin características especiales.",Neutral
El cine es apenas correcto.,Neutral
"El supermercado se mantuvo adecuado. Sin embargo, no es nada del otro mundo.",Neutral
"El bar lo encontré ni bien ni mal, considerando todo, lo de siempre.",Neutral
La potencia es tolerable; no es para tanto.,Neutral
"La duración está mismo, pero sin características destacables.",Neutral
La cafetería se puede considerar como siempre.,Neutral
"El rendimiento es apenas adecuado, y en realidad no me quejo pero tampoco lo recomendaría especialmente.",Neutral
El smartphone se puede considerar ni fu ni fa.,Neutral
"El viaje resultó sin pena ni gloria, pero como la mayoría.",Neutral
"El curso no pasó de más o menos. Por otra parte, ni lo mejor ni lo peor.",Neutral
"El envío lo calificaría como nada del otro mundo, y en realidad no es nada del otro mundo.",Neutral
El envío es más bien sin novedad.,Neutral
"El local fue más o menos. Por otra parte, lo de siempre.",Neutral
El diseño lo calificaría como ni bien ni mal.,Neutral
"El funcionamiento estaba más o menos, no es para tanto.",Neutral
El centro comercial se mantuvo nada del otro mundo.,Neutral
La experiencia no pasó de aceptable.,Neutral
El smartphone fue algo más o menos. ni impresiona ni decepciona.,Neutral
El servicio me pareció aceptable.,Neutral
"La clase se puede considerar igual. No obstante, 50/50.",Neutral
"El hotel me pareció ni bien ni mal, considerando todo, tiene cosas buenas y malas.",Neutral
"El producto es apenas intermedio, nada especial que destacar.",Neutral
La estancia me pareció suficiente - no es nada del otro mundo.,Neutral
"El electrodoméstico se puede considerar igual, pero ni más ni menos.",Neutral
"El supermercado me pareció moderado, si bien justo en el medio.",Neutral
"El envío es más bien aceptable. Por otra parte, 50/50.",Neutral
El dispositivo se mantuvo mediano.,Neutral
El producto estaba mediano.,Neutral
"El envío es apenas regular. Personalmente, se mantiene en la media.",Neutral
"El dispositivo es apenas adecuado, considerando todo, es lo que hay.",Neutral
El juego es sin pena ni gloria; no es para emocionarse ni para evitarlo.,Neutral
"El artículo lo encontré regular, aunque como cabría esperar.",Neutral
"El rendimiento es bastante ni fu ni fa, aunque no es nada del otro mundo.",Neutral
La prenda estaba moderado.,Neutral
La estancia es apenas común; 50/50.,Neutral
La estancia se mantuvo ni fu ni fa.,Neutral
"El artículo resultó estándar. En general, no es para tanto.",Neutral
La interfaz estaba así así.,Neutral
"El juego se puede considerar sin novedad, pero ni lo mejor ni lo peor.",Neutral
"La experiencia lo calificaría como ni bueno ni malo, sin sorpresas.",Neutral
"El bar lo calificaría como ni para bien ni para mal, pero sin grandes virtudes ni defectos.",Neutral
La reunión fue algo ni bien ni mal.,Neutral
El viaje resultó nada del otro mundo; es lo que se ofrece habitualmente.,Neutral
El supermercado se puede considerar pasable.,Neutral
"La jornada estaba adecuado, pero sin sorpresas.",Neutral
"La capacidad me pareció ni fu ni fa, aunque sin grandes virtudes ni defectos.",Neutral
El juego lo encontré estándar.,Neutral
El servicio me pareció suficiente.,Neutral
"El tamaño lo encontré aceptable, considerando todo, ni más ni menos.",Neutral
El artículo se mantuvo mismo.,Neutral
El cine es ni para bien ni para mal.,Neutral
El electrodoméstico lo encontré más o menos.,Neutral
El curso fue algo mismo.,Neutral
El rendimiento es simplemente adecuado.,Neutral
La jornada se puede considerar promedio. se mantiene en la media.,Neutral
La visita fue aceptable.,Neutral
"La atención lo calificaría como adecuado. No obstante, dentro de lo esperado.",Neutral
"El centro comercial es apenas sin pena ni gloria, aunque se mantiene en la media.",Neutral
El espectáculo se puede considerar ni bien ni mal.,Neutral
"La duración fue algo suficiente. En general, nada especial que destacar.",Neutral
"La película lo calificaría como masomenos, y en realidad podría ser mejor, podría ser peor.",Neutral
El servicio se puede considerar suficiente.,Neutral
"El dispositivo estaba sin novedad. No obstante, podría ser mejor, podría ser peor.",Neutral
El espectáculo se puede considerar así así.,Neutral
La película se puede considerar intermedio. cumple pero sin destacar.,Neutral
La instalación no pasó de correcto.,Neutral
"El televisor es apenas ni bien ni mal. En general, lo de siempre.",Neutral
"El trato es bastante igual. En general, es lo que hay.",Neutral
La atención está ni frío ni calor.,Neutral
La entrega fue así así - como la mayoría.,Neutral
El televisor es simplemente sin novedad. sin sorpresas.,Neutral
El tamaño es simplemente ni bien ni mal.,Neutral
"La tienda es más bien funcional, y en realidad ni más ni menos.",Neutral
"El programa se puede considerar común. Personalmente, sin destacar particularmente.",Neutral
"La duración lo encontré regular. Por otra parte, sin características destacables.",Neutral
"La duración no pasó de correcto, considerando todo, típico, ni más ni menos.",Neutral
El juego lo calificaría como estándar; lo de siempre.,Neutral
"La interfaz fue algo así así, considerando todo, es lo que hay.",Neutral
"El servicio está mediano, tiene sus pros y contras por igual.",Neutral
La película se puede considerar aceptable.,Neutral
"El envío fue sin pena ni gloria, si bien sin sorpresas.",Neutral
El soporte es bastante básico.,Neutral
La tienda es apenas mediano - como cualquier otro.,Neutral
La computadora es más bien ni bueno ni malo; sin destacar particularmente.,Neutral
El servicio es simplemente común.,Neutral
La entrega lo encontré ni bien ni mal - cumple pero sin destacar.,Neutral
El supermercado se puede considerar común - tiene cosas buenas y malas.,Neutral
El evento no pasó de ni bien ni mal.,Neutral
"El libro fue ni bueno ni malo, y en realidad sin características especiales.",Neutral
"El centro comercial es bastante ordinario. Sin embargo, se mantiene en la media.",Neutral
La estancia resultó ni bueno ni malo.,Neutral
"El concierto se puede considerar más o menos, si bien no es nada del otro mundo.",Neutral
"El evento se mantuvo ni bien ni mal, pero lo usual.",Neutral
"El soporte resultó normal. No obstante, sin características destacables.",Neutral
"El evento está normal, típico, ni más ni menos.",Neutral
"La asistencia técnica no pasó de del montón. No obstante, lo mismo de siempre.",Neutral
"La velocidad estaba básico, pero sin destacar particularmente.",Neutral
"El tamaño es simplemente estándar, pero sin destacar particularmente.",Neutral
La experiencia se mantuvo pasable. sin sorpresas.,Neutral
"La computadora está ni para bien ni para mal, si bien lo mismo de siempre.",Neutral
"El envío lo encontré del montón. Personalmente, ni destaca ni decepciona.",Neutral
El bar es más bien adecuado - no es nada del otro mundo.,Neutral
"El evento lo encontré como siempre. Personalmente, lo típico.",Neutral
"La experiencia se puede considerar aceptable. En general, sin características especiales.",Neutral
"La computadora lo calificaría como mismo, considerando todo, es lo que se ofrece habitualmente.",Neutral
"La prenda resultó correcto. Por otra parte, lo típico.",Neutral
El mantenimiento no pasó de adecuado.,Neutral
La calidad es apenas aceptable.,Neutral
"El aparato lo encontré moderado, pero lo que se esperaría normalmente.",Neutral
El diseño es ni bueno ni malo.,Neutral
"La asistencia técnica lo calificaría como intermedio. Sin embargo, sin características especiales.",Neutral
El espectáculo me pareció así así.,Neutral
"El curso es bastante mediano. Por otra parte, ni destaca ni decepciona.",Neutral
El aparato fue algo ni bueno ni malo - lo usual.,Neutral
El tamaño me pareció tolerable.,Neutral
"El funcionamiento lo encontré moderado. Sin embargo, podría ser mejor, podría ser peor.",Neutral
"El curso fue ni bueno ni malo, ni destaca ni decepciona.",Neutral
"La jornada lo calificaría como normal. Personalmente, lo de siempre.",Neutral
"La experiencia me pareció ni bueno ni malo. No obstante, cumple pero sin destacar.",Neutral
"El bar fue pasable, considerando todo, como la mayoría.",Neutral
El hotel se puede considerar regular; lo que se esperaría normalmente.,Neutral
El viaje es apenas sin pena ni gloria. es lo que hay.,Neutral
"El producto me pareció tolerable, ni destaca ni decepciona.",Neutral
El mantenimiento es simplemente como siempre.,Neutral
"El aparato es simplemente sin pena ni gloria, justo en el medio.",Neutral
"La calidad no pasó de pasable, y en realidad ni impresiona ni decepciona.",Neutral
El servicio lo encontré del montón.,Neutral
El videojuego lo calificaría como funcional.,Neutral
"La instalación fue aceptable, si bien cumple lo básico.",Neutral
"El servicio resultó estándar, si bien como cualquier otro.",Neutral
"La duración se puede considerar ni frío ni calor. Por otra parte, ni más ni menos.",Neutral
El dispositivo está mediano.,Neutral
"El evento lo calificaría como sin novedad, considerando todo, nada especial que destacar.",Neutral
"El supermercado se mantuvo regular. Personalmente, cumple su función.",Neutral
"La serie no pasó de aceptable. En general, podría ser mejor, podría ser peor.",Neutral
"La prenda se puede considerar ni frío ni calor, pero no es para tanto.",Neutral
"El bar no pasó de del montón, considerando todo, no es para tanto.",Neutral
"El servicio resultó ni bueno ni malo. Por otra parte, ni lo mejor ni lo peor.",Neutral
La potencia se puede considerar ni bien ni mal.,Neutral
"El concierto lo calificaría como ni bueno ni malo. Por otra parte, dentro de lo esperado.",Neutral
El artículo lo calificaría como moderado.,Neutral
La reparación lo calificaría como sin novedad.,Neutral
"El producto no pasó de igual, aunque cumple su función.",Neutral
La sesión lo encontré moderado.,Neutral
"El evento resultó ni bueno ni malo. Por otra parte, es lo que se ofrece habitualmente.",Neutral
La aplicación lo calificaría como igual.,Neutral
"La jornada es apenas común, y en realidad dentro de lo esperado.",Neutral
El smartphone está mediano. no es para tanto.,Neutral
La sesión es simplemente correcto - algunos aspectos mejores que otros.,Neutral
"La entrega no pasó de mismo, no es para tanto.",Neutral
El soporte me pareció ni para bien ni para mal. cumple lo básico.,Neutral
El bar lo calificaría como regular. sin grandes virtudes ni defectos.,Neutral
El electrodoméstico fue así así; sin características destacables.,Neutral
"El electrodoméstico resultó pasable, pero no es para tanto.",Neutral
"La reunión es masomenos, pero lo usual.",Neutral
El servicio es apenas básico.,Neutral
La asistencia técnica lo encontré normal.,Neutral
La interfaz resultó tolerable.,Neutral
La reparación lo encontré ni fu ni fa - tiene sus pros y contras por igual.,Neutral
La tienda es más bien mismo.,Neutral
El envío estaba pasable.,Neutral
La computadora está común.,Neutral
"La estancia es apenas moderado. Por otra parte, ni para tirar cohetes ni para quejarse.",Neutral
La interfaz no pasó de sin novedad.,Neutral
"El diseño se puede considerar igual, algunos aspectos mejores que otros.",Neutral
El aparato lo encontré regular.,Neutral
El trato es funcional. como la mayoría.,Neutral
La duración me pareció nada del otro mundo. nada especial que destacar.,Neutral
La velocidad no pasó de igual.,Neutral
"El aparato lo calificaría como tolerable, ni lo mejor ni lo peor.",Neutral
El cine se mantuvo funcional.,Neutral
"La entrega está así así, considerando todo, lo mismo de siempre.",Neutral
"El servicio está normal. En general, ni lo mejor ni lo peor.",Neutral
"El bar lo encontré intermedio, aunque típico, ni más ni menos.",Neutral
El soporte me pareció nada del otro mundo. como cualquier otro.,Neutral
"La serie es apenas nada del otro mundo. Por otra parte, lo típico.",Neutral
"El juego lo calificaría como ni frío ni calor, considerando todo, es lo que se ofrece habitualmente.",Neutral
La serie no pasó de sin pena ni gloria - sin características especiales.,Neutral
"La velocidad me pareció ni bien ni mal, aunque tiene sus pros y contras por igual.",Neutral
"La tienda es bastante ni bueno ni malo. Personalmente, ni más ni menos.",Neutral
El tamaño no pasó de ni para bien ni para mal.,Neutral
"El dispositivo estaba pasable, si bien no es para tanto.",Neutral
"El local fue correcto. Sin embargo, algunos aspectos mejores que otros.",Neutral
"La visita lo encontré ni bueno ni malo. Sin embargo, no es para tanto.",Neutral
"La atención se puede considerar ni fu ni fa, pero no es para tanto.",Neutral
"El servicio es común, considerando todo, lo de siempre.",Neutral
"La sesión es simplemente promedio, considerando todo, nada especial que destacar.",Neutral
"La aplicación es más bien pasable, y en realidad como cabría esperar.",Neutral
La duración lo encontré nada del otro mundo; lo típico.,Neutral
La tienda es bastante aceptable.,Neutral
"El tamaño es ordinario. Personalmente, no es para tanto.",Neutral
El trato es simplemente ni fu ni fa.,Neutral
El mueble fue algo ni bueno ni malo.,Neutral
El restaurante lo calificaría como mediano. justo en el medio.,Neutral
El supermercado está ni bueno ni malo; no es para emocionarse ni para evitarlo.,Neutral
"La tienda es simplemente estándar. Por otra parte, no es nada del otro mundo.",Neutral
"La experiencia fue algo ni fu ni fa, considerando todo, como cabría esperar.",Neutral
"La computadora fue suficiente, y en realidad típico, ni más ni menos.",Neutral
"El viaje es bastante correcto, y en realidad lo que se esperaría normalmente.",Neutral
El videojuego es apenas como siempre.,Neutral
La clase fue algo correcto. no es para tanto.,Neutral
"El videojuego resultó estándar, pero cumple su función.",Neutral
"La tienda fue algo nada del otro mundo, y en realidad lo que se esperaría normalmente.",Neutral
"La visita no pasó de aceptable, y en realidad 50/50.",Neutral
El espectáculo se puede considerar ni para bien ni para mal.,Neutral
"El envío se mantuvo tolerable. No obstante, nada especial que destacar.",Neutral
"El espectáculo está correcto, no es para tanto.",Neutral
"El curso es normal. Personalmente, 50/50.",Neutral
"La potencia estaba ni fu ni fa, aunque lo típico.",Neutral
"El centro comercial no pasó de ni bien ni mal, considerando todo, algunos aspectos mejores que otros.",Neutral
La jornada es simplemente funcional - nada especial que destacar.,Neutral
"El viaje estaba aceptable, considerando todo, lo que se esperaría normalmente.",Neutral
"La entrega estaba tolerable, si bien no es para tanto.",Neutral
"El producto me pareció igual, si bien tiene sus pros y contras por igual.",Neutral
"El servicio fue intermedio. En general, lo mismo de siempre.",Neutral
"El espectáculo es ni para bien ni para mal. En general, ni para tirar cohetes ni para quejarse.",Neutral
"El soporte lo calificaría como común. Por otra parte, lo de siempre.",Neutral
El cine lo calificaría como sin pena ni gloria. sin características especiales.,Neutral
"La experiencia fue algo ni bueno ni malo, y en realidad es lo que hay.",Neutral
"El mueble se puede considerar intermedio, y en realidad sin características destacables.",Neutral
"La reparación resultó suficiente. Sin embargo, lo que se esperaría normalmente.",Neutral
"El rendimiento es más bien ni bien ni mal. No obstante, ni lo mejor ni lo peor.",Neutral
"La serie es más bien aceptable, si bien algunos aspectos mejores que otros.",Neutral
"El evento se puede considerar nada del otro mundo. En general, tiene cosas buenas y malas.",Neutral
"El espectáculo estaba masomenos, considerando todo, sin destacar particularmente.",Neutral
"La atención es más bien igual. En general, se mantiene en la media.",Neutral
"El mantenimiento es regular, típico, ni más ni menos.",Neutral
"La interfaz estaba promedio, 50/50.",Neutral
"El restaurante es apenas mediano. Sin embargo, como la mayoría.",Neutral
La tienda lo encontré normal; ni lo mejor ni lo peor.,Neutral
"La potencia lo calificaría como promedio. No obstante, lo de siempre.",Neutral
La prenda está así así.,Neutral
El videojuego es más bien nada del otro mundo - sin características especiales.,Neutral
La serie no pasó de suficiente.,Neutral
El funcionamiento estaba tolerable.,Neutral
La película se puede considerar sin pena ni gloria.,Neutral
"El concierto se puede considerar ni para bien ni para mal. No obstante, sin características especiales.",Neutral
La estancia resultó normal.,Neutral
"La calidad lo calificaría como del montón, y en realidad típico, ni más ni menos.",Neutral
"El rendimiento es apenas ni bien ni mal. Sin embargo, se mantiene en la media.",Neutral
"El programa se mantuvo nada del otro mundo, si bien ni para tirar cohetes ni para quejarse.",Neutral
"La experiencia es más bien suficiente, cumple su función.",Neutral
El mueble resultó normal. 50/50.,Neutral
"El artículo se puede considerar estándar. No obstante, ni para tirar cohetes ni para quejarse.",Neutral
"El mantenimiento fue algo así así. No obstante, cumple su función.",Neutral
El programa lo encontré moderado.,Neutral
El producto es simplemente funcional.,Neutral
El funcionamiento estaba igual - lo mismo de siempre.,Neutral
"El dispositivo se puede considerar ni bueno ni malo. En general, nada especial que destacar.",Neutral
"La duración estaba pasable, considerando todo, sin sorpresas.",Neutral
"La visita es más bien nada del otro mundo. En general, como la mayoría.",Neutral
La capacidad es sin pena ni gloria - tiene sus pros y contras por igual.,Neutral
El curso es apenas ni para bien ni para mal.,Neutral
El funcionamiento fue algo más o menos.,Neutral
El envío lo encontré básico - ni impresiona ni decepciona.,Neutral
"La clase se mantuvo sin novedad, y en realidad sin sorpresas.",Neutral
"El curso se mantuvo mediano, y en realidad podría ser mejor, podría ser peor.",Neutral
La prenda estaba ni bien ni mal.,Neutral
"La estancia lo encontré ni bueno ni malo. No obstante, ni destaca ni decepciona.",Neutral
"La experiencia es mismo. No obstante, típico, ni más ni menos.",Neutral
"El juego se puede considerar básico. Sin embargo, sin sorpresas.",Neutral
"La jornada es promedio. Por otra parte, es lo que se ofrece habitualmente.",Neutral
El local fue pasable.,Neutral
El curso es suficiente. ni impresiona ni decepciona.,Neutral
"El mueble es apenas estándar. Por otra parte, dentro de lo esperado.",Neutral
"El dispositivo lo calificaría como como siempre. No obstante, cumple pero sin destacar.",Neutral
La calidad fue masomenos. lo usual.,Neutral
"La interfaz es simplemente ni fu ni fa, y en realidad no es para emocionarse ni para evitarlo.",Neutral
El curso me pareció igual.,Neutral
El local es funcional. 50/50.,Neutral
La duración es más bien del montón.,Neutral
"El establecimiento fue ni bien ni mal. Por otra parte, ni más ni menos.",Neutral
"El aparato se puede considerar tolerable. En general, nada especial que destacar.",Neutral
"La estancia fue igual. En general, sin sorpresas.",Neutral
El programa no pasó de como siempre.,Neutral
"La estancia lo encontré así así. Por otra parte, ni lo mejor ni lo peor.",Neutral
"La duración es más bien intermedio. Sin embargo, lo típico.",Neutral
La experiencia fue algo intermedio.,Neutral
La cafetería es bastante ni fu ni fa. sin características especiales.,Neutral
"El soporte se mantuvo aceptable. En general, ni lo mejor ni lo peor.",Neutral
"El supermercado se puede considerar ni bueno ni malo, aunque sin grandes virtudes ni defectos.",Neutral
"El restaurante está mediano, si bien justo en el medio.",Neutral
La serie resultó masomenos.,Neutral
El local lo encontré aceptable.,Neutral
"El cine fue algo así así. Sin embargo, lo de siempre.",Neutral
La duración lo calificaría como intermedio - dentro de lo esperado.,Neutral
"La reparación me pareció común. No obstante, cumple lo básico.",Neutral
La conferencia lo calificaría como como siempre.,Neutral
El concierto está básico.,Neutral
La clase resultó promedio.,Neutral
"La clase es apenas estándar. Personalmente, ni más ni menos.",Neutral
"El servicio es bastante normal, y en realidad ni lo mejor ni lo peor.",Neutral
El supermercado es aceptable. ni lo mejor ni lo peor.,Neutral
La tienda resultó básico. tiene cosas buenas y malas.,Neutral
El televisor es ni bueno ni malo.,Neutral
"El artículo me pareció del montón. Personalmente, dentro de lo esperado.",Neutral
La reparación se mantuvo mediano.,Neutral
El local estaba moderado - no es para tanto.,Neutral
La computadora resultó más o menos.,Neutral
"El funcionamiento es apenas ni bueno ni malo, si bien tiene cosas buenas y malas.",Neutral
El mantenimiento es bastante adecuado - ni lo mejor ni lo peor.,Neutral
El programa es más bien sin novedad.,Neutral
La aplicación se mantuvo normal; como cabría esperar.,Neutral
El libro estaba ni para bien ni para mal.,Neutral
"La reunión es más bien ni frío ni calor, y en realidad como cabría esperar.",Neutral
El centro comercial me pareció sin novedad.,Neutral
"El bar es apenas mediano. Personalmente, dentro de lo esperado.",Neutral
"La computadora es apenas aceptable, pero 50/50.",Neutral
"El viaje es más bien correcto. Personalmente, como cualquier otro.",Neutral
La asistencia técnica fue regular.,Neutral
La duración es apenas estándar.,Neutral
"El tamaño me pareció funcional. No obstante, algunos aspectos mejores que otros.",Neutral
"El diseño fue algo común, considerando todo, lo usual.",Neutral
El diseño fue correcto. algunos aspectos mejores que otros.,Neutral
La tienda es bastante básico.,Neutral
"El envío fue más o menos. No obstante, es lo que se ofrece habitualmente.",Neutral
"El smartphone lo calificaría como ni fu ni fa, y en realidad cumple su función.",Neutral
El dispositivo es bastante ni bueno ni malo; como cabría esperar.,Neutral
El juego está promedio.,Neutral
"La visita es igual. En general, es lo que se ofrece habitualmente.",Neutral
La aplicación estaba mediano; no es para tanto.,Neutral
La aplicación resultó mismo - lo mismo de siempre.,Neutral
"La velocidad se puede considerar del montón. Personalmente, 50/50.",Neutral
"La atención fue ni bueno ni malo. No obstante, ni más ni menos.",Neutral
La asistencia técnica fue algo básico. ni para tirar cohetes ni para quejarse.,Neutral
"La conferencia lo encontré ni bueno ni malo. No obstante, 50/50.",Neutral
"El trato lo calificaría como ni bien ni mal. Por otra parte, lo que se esperaría normalmente.",Neutral
"El juego resultó moderado. Personalmente, cumple su función.",Neutral
El curso fue algo ordinario; algunos aspectos mejores que otros.,Neutral
La potencia se puede considerar pasable.,Neutral
"El diseño es más bien masomenos, si bien no es para emocionarse ni para evitarlo.",Neutral
"La asistencia técnica estaba igual, y en realidad no es para tanto.",Neutral
